Cavity #293      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5548e9 	77276.    	6584.2 	1   	0.                
   lr(2) =       	3.0781e9 	3798.8    	122640.	1   	0.                
   lr(3) =       	1.7046e9 	51628.    	1625.6 	1   	0.                
   lr(4) =       	1.7385e9 	45409.    	1831.3 	1   	0.                
   lr(5) =       	1.8702e9 	37010.    	1754.8 	1   	0.                
   lr(6) =       	1.8565e9 	26114.    	1700.4 	1   	0.                
   lr(7) =       	1.871e9  	40678.    	859.76 	1   	0.                
   lr(8) =       	1.8718e9 	38229.    	707.57 	1   	0.                
   lr(9) =       	1.7893e9 	10903.    	923.6  	1   	0.                
   lr(10) =      	1.6775e9 	10985.    	682.17 	1   	0.                
/                
