Cavity #28       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8365e9 	7316.099999999999 	408650.	1   	0.                
   lr(2) =       	8.8365e9 	7327.900000000001 	250250.	1   	0.                
   lr(3) =       	2.553e9  	77325.            	6817.4 	1   	0.                
   lr(4) =       	3.0757e9 	3982.2999999999997	123840.	1   	0.                
   lr(5) =       	1.7042e9 	51575.            	1690.9 	1   	0.                
   lr(6) =       	1.7382e9 	44663.00000000001 	1873.2 	1   	0.                
   lr(7) =       	1.8703e9 	39531.            	1515.8 	1   	0.                
   lr(8) =       	1.8563e9 	25435.            	1542.4 	1   	0.                
   lr(9) =       	1.8712e9 	42325.            	924.01 	1   	0.                
   lr(10) =      	1.8722e9 	37642.            	636.12 	1   	0.                
/                
