Cavity #128      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5519e9 	76961.    	9176. 	1   	0.                
   lr(2) =       	3.0743e9 	3798.5    	50895.	1   	0.                
   lr(3) =       	1.7035e9 	51265.    	1663.5	1   	0.                
   lr(4) =       	1.7361e9 	43761.    	1778.8	1   	0.                
   lr(5) =       	1.8703e9 	39518.    	1502.7	1   	0.                
   lr(6) =       	1.8543e9 	27416.    	1531. 	1   	0.                
   lr(7) =       	1.8713e9 	41958.    	977.26	1   	0.                
   lr(8) =       	1.8722e9 	38941.    	701.55	1   	0.                
   lr(9) =       	1.7893e9 	10143.    	906.57	1   	0.                
   lr(10) =      	1.6746e9 	11393.    	697.95	1   	0.                
/                
