Cavity #149      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5544e9 	77488.    	11645.	1   	0.                
   lr(2) =       	3.0751e9 	3977.5    	56624.	1   	0.                
   lr(3) =       	1.7382e9 	45024.    	1871.5	1   	0.                
   lr(4) =       	1.7044e9 	50876.    	1597.8	1   	0.                
   lr(5) =       	1.8707e9 	39224.    	1700. 	1   	0.                
   lr(6) =       	1.8557e9 	27105.    	1630.3	1   	0.                
   lr(7) =       	1.8716e9 	42951.    	826.78	1   	0.                
   lr(8) =       	4.676e9  	10763.    	5627.1	1   	0.                
   lr(9) =       	1.8724e9 	38976.    	604.94	1   	0.                
   lr(10) =      	1.7907e9 	9810.2    	996.78	1   	0.                
/                
