Cavity #217      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5541e9 	75967.            	6910.3	1   	0.                
   lr(2) =       	5.611e9  	4434.1            	90557.	1   	0.                
   lr(3) =       	1.7039e9 	51237.00000000001 	1667.9	1   	0.                
   lr(4) =       	1.7377e9 	45381.            	1844. 	1   	0.                
   lr(5) =       	7.6451e9 	6687.1            	54447.	1   	0.                
   lr(6) =       	3.0759e9 	3877.2000000000003	36413.	1   	0.                
   lr(7) =       	1.8699e9 	38813.            	1563.7	1   	0.                
   lr(8) =       	1.856e9  	25858.            	1491.6	1   	0.                
   lr(9) =       	1.8709e9 	42091.            	826.27	1   	0.                
   lr(10) =      	1.8717e9 	40061.            	696.96	1   	0.                
/                
