Cavity #148      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0756e9 	3884.3           	246420.	1   	0.                
   lr(2) =       	2.5516e9 	76920.           	8247.1 	1   	0.                
   lr(3) =       	1.7043e9 	51072.           	1678.3 	1   	0.                
   lr(4) =       	1.7369e9 	44043.           	1779.7 	1   	0.                
   lr(5) =       	8.8411e9 	8108.5           	43741. 	1   	0.                
   lr(6) =       	1.8705e9 	38538.           	1532.8 	1   	0.                
   lr(7) =       	2.5284e9 	51170.           	1333.8 	1   	0.                
   lr(8) =       	1.8551e9 	26648.           	1529.8 	1   	0.                
   lr(9) =       	1.8714e9 	41929.99999999999	848.71 	1   	0.                
   lr(10) =      	1.8723e9 	40281.           	703.3  	1   	0.                
/                
