Cavity #9        
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5524e9 	76946.           	8988.6 	1   	0.                
   lr(2) =       	3.0758e9 	3767.4           	126160.	1   	0.                
   lr(3) =       	1.7051e9 	51276.           	1613.6 	1   	0.                
   lr(4) =       	5.6142e9 	4295.900000000001	62739. 	1   	0.                
   lr(5) =       	1.7375e9 	43794.00000000001	1792.2 	1   	0.                
   lr(6) =       	1.8708e9 	39338.           	1643.  	1   	0.                
   lr(7) =       	1.8554e9 	27533.           	1594.9 	1   	0.                
   lr(8) =       	1.8717e9 	41908.           	1010.6 	1   	0.                
   lr(9) =       	1.8725e9 	37817.           	686.48 	1   	0.                
   lr(10) =      	1.677e9  	11903.           	701.92 	1   	0.                
/                
