Cavity #211      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0638e9 	143.32    	4.3279e7	1   	0.                
   lr(2) =       	2.5516e9 	80948.    	7101.4  	1   	0.                
   lr(3) =       	3.0748e9 	4134.5    	114970. 	1   	0.                
   lr(4) =       	8.8444e9 	7346.9    	100500. 	1   	0.                
   lr(5) =       	1.7375e9 	44707.    	1909.7  	1   	0.                
   lr(6) =       	1.703e9  	50629.    	1581.4  	1   	0.                
   lr(7) =       	1.87e9   	39082.    	1585.5  	1   	0.                
   lr(8) =       	1.8561e9 	25275.    	1568.7  	1   	0.                
   lr(9) =       	1.8709e9 	42974.    	760.11  	1   	0.                
   lr(10) =      	1.8719e9 	39010.    	583.12  	1   	0.                
/                
