Cavity #292      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.554e9  	76195.    	9788.1	1   	0.                
   lr(2) =       	1.7052e9 	50838.    	1666.5	1   	0.                
   lr(3) =       	3.0774e9 	3754.4    	39404.	1   	0.                
   lr(4) =       	1.7382e9 	46278.    	1776.1	1   	0.                
   lr(5) =       	1.8708e9 	37881.    	1558.8	1   	0.                
   lr(6) =       	1.8716e9 	37219.    	1174.6	1   	0.                
   lr(7) =       	1.8563e9 	25884.    	1512. 	1   	0.                
   lr(8) =       	1.8726e9 	40805.    	741.19	1   	0.                
   lr(9) =       	4.6783e9 	10020.    	6030.6	1   	0.                
   lr(10) =      	1.79e9   	10101.    	888.26	1   	0.                
/                
