Cavity #347      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	6.5934e9 	286.48            	1.2747e8	1   	0.                
   lr(2) =       	2.5546e9 	76360.            	9361.4  	1   	0.                
   lr(3) =       	5.6168e9 	3708.2999999999997	189540. 	1   	0.                
   lr(4) =       	3.0769e9 	3835.4            	69934.  	1   	0.                
   lr(5) =       	1.7386e9 	45258.            	1807.2  	1   	0.                
   lr(6) =       	1.7052e9 	51109.            	1558.   	1   	0.                
   lr(7) =       	1.8702e9 	38914.            	1762.7  	1   	0.                
   lr(8) =       	1.856e9  	26408.            	1598.8  	1   	0.                
   lr(9) =       	1.8711e9 	42939.99999999999 	781.36  	1   	0.                
   lr(10) =      	1.8719e9 	39520.            	610.7   	1   	0.                
/                
