Cavity #208      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.551e9  	77095.            	9106.2 	1   	0.                
   lr(2) =       	3.0744e9 	3850.             	194790.	1   	0.                
   lr(3) =       	5.6091e9 	3435.5            	287170.	1   	0.                
   lr(4) =       	1.7027e9 	50980.99999999999 	1591.7 	1   	0.                
   lr(5) =       	1.7359e9 	43464.            	1795.1 	1   	0.                
   lr(6) =       	1.8696e9 	38950.            	1680.5 	1   	0.                
   lr(7) =       	1.8542e9 	26718.            	1565.1 	1   	0.                
   lr(8) =       	1.8705e9 	42166.            	881.83 	1   	0.                
   lr(9) =       	1.8713e9 	38676.            	650.12 	1   	0.                
   lr(10) =      	1.6751e9 	11379.999999999998	662.15 	1   	0.                
/                
