Cavity #124      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5546e9 	75755.           	9827.6	1   	0.                
   lr(2) =       	3.0772e9 	3732.6           	45629.	1   	0.                
   lr(3) =       	1.7052e9 	51220.           	1649.6	1   	0.                
   lr(4) =       	1.7378e9 	45528.00000000001	1773.8	1   	0.                
   lr(5) =       	1.8704e9 	38320.           	1740.1	1   	0.                
   lr(6) =       	1.8554e9 	26722.           	1587.9	1   	0.                
   lr(7) =       	1.8713e9 	41374.00000000001	930.13	1   	0.                
   lr(8) =       	1.872e9  	39603.           	758.97	1   	0.                
   lr(9) =       	1.7897e9 	9836.5           	919.49	1   	0.                
   lr(10) =      	1.677e9  	10920.           	739.73	1   	0.                
/                
