Cavity #298      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5543e9 	75150.            	10782.	1   	0.                
   lr(2) =       	3.0762e9 	3724.6            	52124.	1   	0.                
   lr(3) =       	1.737e9  	45591.            	1843.7	1   	0.                
   lr(4) =       	1.7041e9 	50547.00000000001 	1572.8	1   	0.                
   lr(5) =       	1.8705e9 	38633.            	1635.6	1   	0.                
   lr(6) =       	1.8557e9 	27019.000000000004	1560. 	1   	0.                
   lr(7) =       	1.8714e9 	41666.99999999999 	895.49	1   	0.                
   lr(8) =       	1.8723e9 	38704.            	682.95	1   	0.                
   lr(9) =       	1.7899e9 	10048.            	952.39	1   	0.                
   lr(10) =      	1.6772e9 	10811.            	692.95	1   	0.                
/                
