Cavity #301      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5529e9 	76966.            	8143.6 	1   	0.                
   lr(2) =       	3.0693e9 	1175.1000000000001	448510.	1   	0.                
   lr(3) =       	5.6116e9 	5582.9            	151210.	1   	0.                
   lr(4) =       	3.0746e9 	3866.8999999999996	81356. 	1   	0.                
   lr(5) =       	1.7033e9 	51287.            	1631.5 	1   	0.                
   lr(6) =       	1.7372e9 	43898.            	1907.7 	1   	0.                
   lr(7) =       	1.8701e9 	39094.            	1561.2 	1   	0.                
   lr(8) =       	1.8553e9 	26855.000000000004	1560.7 	1   	0.                
   lr(9) =       	1.8711e9 	42465.            	837.97 	1   	0.                
   lr(10) =      	1.8721e9 	37994.            	598.58 	1   	0.                
/                
