Cavity #109      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5526e9 	76695.            	8732.7 	1   	0.                
   lr(2) =       	3.0753e9 	4007.7000000000003	115050.	1   	0.                
   lr(3) =       	8.8364e9 	6646.2            	125230.	1   	0.                
   lr(4) =       	1.7025e9 	51345.            	1628.3 	1   	0.                
   lr(5) =       	1.7376e9 	45194.            	1839.5 	1   	0.                
   lr(6) =       	1.8694e9 	38812.            	1624.9 	1   	0.                
   lr(7) =       	1.8555e9 	25808.            	1492.1 	1   	0.                
   lr(8) =       	1.8703e9 	41822.            	898.63 	1   	0.                
   lr(9) =       	1.8712e9 	38125.            	672.75 	1   	0.                
   lr(10) =      	2.5228e9 	54252.            	80.002 	1   	0.                
/                
