Cavity #38       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0753e9 	4129.5    	855570.	1   	0.                
   lr(2) =       	2.5504e9 	80236.    	7181.6 	1   	0.                
   lr(3) =       	1.7379e9 	42444.    	1844.3 	1   	0.                
   lr(4) =       	1.7041e9 	50746.    	1469.5 	1   	0.                
   lr(5) =       	1.8696e9 	39872.    	1869.3 	1   	0.                
   lr(6) =       	1.8558e9 	26134.    	1627.3 	1   	0.                
   lr(7) =       	1.8704e9 	44008.    	806.58 	1   	0.                
   lr(8) =       	1.8712e9 	37994.    	548.51 	1   	0.                
   lr(9) =       	1.7913e9 	10732.    	986.93 	1   	0.                
   lr(10) =      	1.6791e9 	12264.    	666.95 	1   	0.                
/                
