Cavity #311      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0623e9 	112.4            	1.2296e8	1   	0.                
   lr(2) =       	2.5485e9 	81801.99999999999	6061.5  	1   	0.                
   lr(3) =       	8.8289e9 	6981.8           	211550. 	1   	0.                
   lr(4) =       	3.0734e9 	3868.2           	102300. 	1   	0.                
   lr(5) =       	1.7027e9 	51444.           	1608.5  	1   	0.                
   lr(6) =       	1.7378e9 	42872.           	1822.9  	1   	0.                
   lr(7) =       	1.8701e9 	40267.           	1606.1  	1   	0.                
   lr(8) =       	1.8553e9 	26090.           	1611.1  	1   	0.                
   lr(9) =       	1.871e9  	43621.           	839.04  	1   	0.                
   lr(10) =      	1.8719e9 	39329.           	594.82  	1   	0.                
/                
