Cavity #139      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5512e9 	77584.            	7919.9 	1   	0.                
   lr(2) =       	3.075e9  	3874.7            	162440.	1   	0.                
   lr(3) =       	1.7027e9 	50694.            	1549.5 	1   	0.                
   lr(4) =       	1.7366e9 	44197.            	1812.3 	1   	0.                
   lr(5) =       	1.8699e9 	38616.            	1689.2 	1   	0.                
   lr(6) =       	1.855e9  	26826.            	1621.1 	1   	0.                
   lr(7) =       	1.8708e9 	42547.            	789.84 	1   	0.                
   lr(8) =       	1.8717e9 	39690.            	635.04 	1   	0.                
   lr(9) =       	4.6746e9 	10990.            	5129.6 	1   	0.                
   lr(10) =      	1.7892e9 	10048.999999999998	961.64 	1   	0.                
/                
