Cavity #337      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8444e9 	4494.099999999999	547760.	1   	0.                
   lr(2) =       	8.8372e9 	7534.499999999999	282230.	1   	0.                
   lr(3) =       	8.8372e9 	7404.4           	241450.	1   	0.                
   lr(4) =       	2.5534e9 	76269.           	5970.8 	1   	0.                
   lr(5) =       	1.7048e9 	51670.           	1656.2 	1   	0.                
   lr(6) =       	1.7392e9 	44850.           	1836.2 	1   	0.                
   lr(7) =       	1.8708e9 	39270.           	1608.  	1   	0.                
   lr(8) =       	1.8566e9 	26061.           	1641.9 	1   	0.                
   lr(9) =       	1.8718e9 	42718.99999999999	822.65 	1   	0.                
   lr(10) =      	1.8726e9 	40081.           	656.05 	1   	0.                
/                
