Cavity #61       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8397e9 	6911.7    	676800.	1   	0.                
   lr(2) =       	2.555e9  	77408.    	9014.5 	1   	0.                
   lr(3) =       	8.8397e9 	6995.7    	243310.	1   	0.                
   lr(4) =       	3.0766e9 	3975.1    	60653. 	1   	0.                
   lr(5) =       	1.7035e9 	51593.    	1641.2 	1   	0.                
   lr(6) =       	1.739e9  	46532.    	1857.2 	1   	0.                
   lr(7) =       	1.8697e9 	38491.    	1658.3 	1   	0.                
   lr(8) =       	1.8565e9 	25223.    	1578.9 	1   	0.                
   lr(9) =       	1.8707e9 	41750.    	859.68 	1   	0.                
   lr(10) =      	1.8715e9 	38388.    	663.31 	1   	0.                
/                
