Cavity #21       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0768e9 	3986.5           	215270.	1   	0.                
   lr(2) =       	2.5521e9 	80414.99999999999	6552.2 	1   	0.                
   lr(3) =       	8.8343e9 	5813.            	274510.	1   	0.                
   lr(4) =       	8.8343e9 	6017.8           	124210.	1   	0.                
   lr(5) =       	1.7051e9 	51689.99999999999	1587.8 	1   	0.                
   lr(6) =       	1.7389e9 	43574.           	1725.8 	1   	0.                
   lr(7) =       	1.8699e9 	38670.           	1875.8 	1   	0.                
   lr(8) =       	1.856e9  	25541.           	1716.8 	1   	0.                
   lr(9) =       	1.8706e9 	42499.           	856.68 	1   	0.                
   lr(10) =      	1.8715e9 	39361.           	655.67 	1   	0.                
/                
