Cavity #141      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0667e9 	84.89999999999999	5.0589e7	1   	0.                
   lr(2) =       	2.5552e9 	76496.           	6786.2  	1   	0.                
   lr(3) =       	1.7376e9 	46750.99999999999	1873.7  	1   	0.                
   lr(4) =       	1.704e9  	50406.00000000001	1635.7  	1   	0.                
   lr(5) =       	8.846e9  	8299.6           	39209.  	1   	0.                
   lr(6) =       	3.0762e9 	3605.6           	28315.  	1   	0.                
   lr(7) =       	1.8708e9 	38087.           	1585.   	1   	0.                
   lr(8) =       	1.856e9  	27296.           	1581.9  	1   	0.                
   lr(9) =       	1.8718e9 	41049.           	874.09  	1   	0.                
   lr(10) =      	1.8726e9 	39124.           	726.84  	1   	0.                
/                
