Cavity #49       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0755e9 	3915.5            	155710.	1   	0.                
   lr(2) =       	2.5513e9 	73970.            	6621.1 	1   	0.                
   lr(3) =       	8.8289e9 	7696.4            	71025. 	1   	0.                
   lr(4) =       	1.7033e9 	52074.99999999999 	1661.9 	1   	0.                
   lr(5) =       	1.7382e9 	43280.            	1780.  	1   	0.                
   lr(6) =       	1.8698e9 	39081.            	1647.7 	1   	0.                
   lr(7) =       	1.8558e9 	25684.999999999996	1592.8 	1   	0.                
   lr(8) =       	1.8707e9 	42613.            	813.25 	1   	0.                
   lr(9) =       	1.8715e9 	40416.            	673.86 	1   	0.                
   lr(10) =      	2.5421e9 	10652.            	2477.4 	1   	0.                
/                
