Cavity #20       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5513e9 	79516.            	8295.1	1   	0.                
   lr(2) =       	3.0742e9 	3932.3999999999996	51282.	1   	0.                
   lr(3) =       	8.8355e9 	7807.4            	68944.	1   	0.                
   lr(4) =       	2.543e9  	55248.            	2465.9	1   	0.                
   lr(5) =       	1.7039e9 	50415.            	1570.1	1   	0.                
   lr(6) =       	1.7367e9 	43844.            	1785.7	1   	0.                
   lr(7) =       	1.8702e9 	39632.            	1649.1	1   	0.                
   lr(8) =       	1.8551e9 	26518.            	1617.9	1   	0.                
   lr(9) =       	1.8712e9 	43289.            	773.86	1   	0.                
   lr(10) =      	1.872e9  	40292.            	609.  	1   	0.                
/                
