Cavity #158      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8367e9 	7416.9           	503820.	1   	0.                
   lr(2) =       	8.8367e9 	7195.            	487200.	1   	0.                
   lr(3) =       	3.0748e9 	3837.3           	190150.	1   	0.                
   lr(4) =       	2.5499e9 	81183.           	6528.  	1   	0.                
   lr(5) =       	1.7041e9 	52512.99999999999	1768.5 	1   	0.                
   lr(6) =       	1.7378e9 	41767.           	1748.  	1   	0.                
   lr(7) =       	1.8702e9 	39400.           	1518.8 	1   	0.                
   lr(8) =       	1.8548e9 	26842.           	1565.8 	1   	0.                
   lr(9) =       	1.8711e9 	42286.           	923.78 	1   	0.                
   lr(10) =      	1.8721e9 	39747.           	708.79 	1   	0.                
/                
