#     Ix      Iy          X              Y               Z
 
      -7       9      -9.82764235E-03   1.91538948E-02   2.39576139E-04
      -7      10      -9.82764235E-03   2.12821053E-02   2.61905500E-04
 
      -6     -10      -8.42369344E-03  -2.12821053E-02   2.12309422E-04
      -6      -9      -8.42369344E-03  -1.91538948E-02   2.24707198E-04
      -6      -8      -8.42369344E-03  -1.70256842E-02   2.61905500E-04
      -6      -7      -8.42369344E-03  -1.48974737E-02   3.23919258E-04
      -6      -6      -8.42369344E-03  -1.27692632E-02   4.10773349E-04
      -6      -5      -8.42369344E-03  -1.06410526E-02   5.22502605E-04
      -6      -4      -8.42369344E-03  -8.51284211E-03   6.59151810E-04
      -6      -3      -8.42369344E-03  -6.38463158E-03   8.20775697E-04
      -6      -2      -8.42369344E-03  -4.25642106E-03   1.00743895E-03
      -6      -1      -8.42369344E-03  -2.12821053E-03   1.21921622E-03
      -6       0      -8.42369344E-03   0.00000000E+00   1.45619208E-03
      -6       1      -8.42369344E-03   2.12821053E-03   1.45619208E-03
      -6       2      -8.42369344E-03   4.25642106E-03   1.21921622E-03
      -6       3      -8.42369344E-03   6.38463158E-03   1.00743895E-03
      -6       4      -8.42369344E-03   8.51284211E-03   8.20775697E-04
      -6       5      -8.42369344E-03   1.06410526E-02   6.59151810E-04
      -6       6      -8.42369344E-03   1.27692632E-02   5.22502605E-04
      -6       7      -8.42369344E-03   1.48974737E-02   4.10773349E-04
      -6       8      -8.42369344E-03   1.70256842E-02   3.23919258E-04
      -6       9      -8.42369344E-03   1.91538948E-02   2.61905500E-04
      -6      10      -8.42369344E-03   2.12821053E-02   2.85503473E-04
 
      -5     -10      -7.01974454E-03  -2.12821053E-02   2.35847272E-04
      -5      -9      -7.01974454E-03  -1.91538948E-02   2.48260073E-04
      -5      -8      -7.01974454E-03  -1.70256842E-02   2.85503473E-04
      -5      -7      -7.01974454E-03  -1.48974737E-02   3.47592458E-04
      -5      -6      -7.01974454E-03  -1.27692632E-02   4.34552010E-04
      -5      -5      -7.01974454E-03  -1.06410526E-02   5.46417098E-04
      -5      -4      -7.01974454E-03  -8.51284211E-03   6.83232686E-04
      -5      -3      -7.01974454E-03  -6.38463158E-03   8.45053728E-04
      -5      -2      -7.01974454E-03  -4.25642106E-03   1.03194517E-03
      -5      -1      -7.01974454E-03  -2.12821053E-03   1.24398196E-03
      -5       0      -7.01974454E-03   0.00000000E+00   1.48124901E-03
      -5       1      -7.01974454E-03   2.12821053E-03   1.48124901E-03
      -5       2      -7.01974454E-03   4.25642106E-03   1.24398196E-03
      -5       3      -7.01974454E-03   6.38463158E-03   1.03194517E-03
      -5       4      -7.01974454E-03   8.51284211E-03   8.45053728E-04
      -5       5      -7.01974454E-03   1.06410526E-02   6.83232686E-04
      -5       6      -7.01974454E-03   1.27692632E-02   5.46417098E-04
      -5       7      -7.01974454E-03   1.48974737E-02   4.34552010E-04
      -5       8      -7.01974454E-03   1.70256842E-02   3.47592458E-04
      -5       9      -7.01974454E-03   1.91538948E-02   2.85503473E-04
      -5      10      -7.01974454E-03   2.12821053E-02   3.10375609E-04
 
      -4     -10      -5.61579563E-03  -2.12821053E-02   2.60659220E-04
      -4      -9      -5.61579563E-03  -1.91538948E-02   2.73087063E-04
      -4      -8      -5.61579563E-03  -1.70256842E-02   3.10375609E-04
      -4      -7      -5.61579563E-03  -1.48974737E-02   3.72539905E-04
      -4      -6      -5.61579563E-03  -1.27692632E-02   4.59605032E-04
      -4      -5      -5.61579563E-03  -1.06410526E-02   5.71606101E-04
      -4      -4      -5.61579563E-03  -8.51284211E-03   7.08588257E-04
      -4      -3      -5.61579563E-03  -6.38463158E-03   8.70606674E-04
      -4      -2      -5.61579563E-03  -4.25642106E-03   1.05772656E-03
      -4      -1      -5.61579563E-03  -2.12821053E-03   1.27002316E-03
      -4       0      -5.61579563E-03   0.00000000E+00   1.50758174E-03
      -4       1      -5.61579563E-03   2.12821053E-03   1.50758174E-03
      -4       2      -5.61579563E-03   4.25642106E-03   1.27002316E-03
      -4       3      -5.61579563E-03   6.38463158E-03   1.05772656E-03
      -4       4      -5.61579563E-03   8.51284211E-03   8.70606674E-04
      -4       5      -5.61579563E-03   1.06410526E-02   7.08588257E-04
      -4       6      -5.61579563E-03   1.27692632E-02   5.71606101E-04
      -4       7      -5.61579563E-03   1.48974737E-02   4.59605032E-04
      -4       8      -5.61579563E-03   1.70256842E-02   3.72539905E-04
      -4       9      -5.61579563E-03   1.91538948E-02   3.10375609E-04
      -4      10      -5.61579563E-03   2.12821053E-02   3.36527506E-04
 
      -3     -10      -4.21184672E-03  -2.12821053E-02   2.86750864E-04
      -3      -9      -4.21184672E-03  -1.91538948E-02   2.99193766E-04
      -3      -8      -4.21184672E-03  -1.70256842E-02   3.36527506E-04
      -3      -7      -4.21184672E-03  -1.48974737E-02   3.98767194E-04
      -3      -6      -4.21184672E-03  -1.27692632E-02   4.85938010E-04
      -3      -5      -4.21184672E-03  -1.06410526E-02   5.98075208E-04
      -3      -4      -4.21184672E-03  -8.51284211E-03   7.35224113E-04
      -3      -3      -4.21184672E-03  -6.38463158E-03   8.97440123E-04
      -3      -2      -4.21184672E-03  -4.25642106E-03   1.08478871E-03
      -3      -1      -4.21184672E-03  -2.12821053E-03   1.29734541E-03
      -3       0      -4.21184672E-03   0.00000000E+00   1.53519585E-03
      -3       1      -4.21184672E-03   2.12821053E-03   1.53519585E-03
      -3       2      -4.21184672E-03   4.25642106E-03   1.29734541E-03
      -3       3      -4.21184672E-03   6.38463158E-03   1.08478871E-03
      -3       4      -4.21184672E-03   8.51284211E-03   8.97440123E-04
      -3       5      -4.21184672E-03   1.06410526E-02   7.35224113E-04
      -3       6      -4.21184672E-03   1.27692632E-02   5.98075208E-04
      -3       7      -4.21184672E-03   1.48974737E-02   4.85938010E-04
      -3       8      -4.21184672E-03   1.70256842E-02   3.98767194E-04
      -3       9      -4.21184672E-03   1.91538948E-02   3.36527506E-04
      -3      10      -4.21184672E-03   2.12821053E-02   3.63964802E-04
 
      -2     -10      -2.80789781E-03  -2.12821053E-02   3.14127844E-04
      -2      -9      -2.80789781E-03  -1.91538948E-02   3.26585819E-04
      -2      -8      -2.80789781E-03  -1.70256842E-02   3.63964802E-04
      -2      -7      -2.80789781E-03  -1.48974737E-02   4.26279961E-04
      -2      -6      -2.80789781E-03  -1.27692632E-02   5.13556579E-04
      -2      -5      -2.80789781E-03  -1.06410526E-02   6.25830052E-04
      -2      -4      -2.80789781E-03  -8.51284211E-03   7.63145886E-04
      -2      -3      -2.80789781E-03  -6.38463158E-03   9.25559705E-04
      -2      -2      -2.80789781E-03  -4.25642106E-03   1.11313724E-03
      -2      -1      -2.80789781E-03  -2.12821053E-03   1.32595434E-03
      -2       0      -2.80789781E-03   0.00000000E+00   1.56409697E-03
      -2       1      -2.80789781E-03   2.12821053E-03   1.56409697E-03
      -2       2      -2.80789781E-03   4.25642106E-03   1.32595434E-03
      -2       3      -2.80789781E-03   6.38463158E-03   1.11313724E-03
      -2       4      -2.80789781E-03   8.51284211E-03   9.25559705E-04
      -2       5      -2.80789781E-03   1.06410526E-02   7.63145886E-04
      -2       6      -2.80789781E-03   1.27692632E-02   6.25830052E-04
      -2       7      -2.80789781E-03   1.48974737E-02   5.13556579E-04
      -2       8      -2.80789781E-03   1.70256842E-02   4.26279961E-04
      -2       9      -2.80789781E-03   1.91538948E-02   3.63964802E-04
      -2      10      -2.80789781E-03   2.12821053E-02   3.92693179E-04
 
      -1     -10      -1.40394891E-03  -2.12821053E-02   3.42795841E-04
      -1      -9      -1.40394891E-03  -1.91538948E-02   3.55268906E-04
      -1      -8      -1.40394891E-03  -1.70256842E-02   3.92693179E-04
      -1      -7      -1.40394891E-03  -1.48974737E-02   4.55083889E-04
      -1      -6      -1.40394891E-03  -1.27692632E-02   5.42466420E-04
      -1      -5      -1.40394891E-03  -1.06410526E-02   6.54876312E-04
      -1      -4      -1.40394891E-03  -8.51284211E-03   7.92359254E-04
      -1      -3      -1.40394891E-03  -6.38463158E-03   9.54971094E-04
      -1      -2      -1.40394891E-03  -4.25642106E-03   1.14277783E-03
      -1      -1      -1.40394891E-03  -2.12821053E-03   1.35585561E-03
      -1       0      -1.40394891E-03   0.00000000E+00   1.59429075E-03
      -1       1      -1.40394891E-03   2.12821053E-03   1.59429075E-03
      -1       2      -1.40394891E-03   4.25642106E-03   1.35585561E-03
      -1       3      -1.40394891E-03   6.38463158E-03   1.14277783E-03
      -1       4      -1.40394891E-03   8.51284211E-03   9.54971094E-04
      -1       5      -1.40394891E-03   1.06410526E-02   7.92359254E-04
      -1       6      -1.40394891E-03   1.27692632E-02   6.54876312E-04
      -1       7      -1.40394891E-03   1.48974737E-02   5.42466420E-04
      -1       8      -1.40394891E-03   1.70256842E-02   4.55083889E-04
      -1       9      -1.40394891E-03   1.91538948E-02   3.92693179E-04
      -1      10      -1.40394891E-03   2.12821053E-02   4.22718362E-04
 
       0     -10       0.00000000E+00  -2.12821053E-02   3.72760583E-04
       0      -9       0.00000000E+00  -1.91538948E-02   3.85248753E-04
       0      -8       0.00000000E+00  -1.70256842E-02   4.22718362E-04
       0      -7       0.00000000E+00  -1.48974737E-02   4.85184701E-04
       0      -6       0.00000000E+00  -1.27692632E-02   5.72673256E-04
       0      -5       0.00000000E+00  -1.06410526E-02   6.85219709E-04
       0      -4       0.00000000E+00  -8.51284211E-03   8.22869936E-04
       0      -3       0.00000000E+00  -6.38463158E-03   9.85680007E-04
       0      -2       0.00000000E+00  -4.25642106E-03   1.17371619E-03
       0      -1       0.00000000E+00  -2.12821053E-03   1.38705494E-03
       0       0       0.00000000E+00   0.00000000E+00   1.62578291E-03
       0       1       0.00000000E+00   2.12821053E-03   1.62578291E-03
       0       2       0.00000000E+00   4.25642106E-03   1.38705494E-03
       0       3       0.00000000E+00   6.38463158E-03   1.17371619E-03
       0       4       0.00000000E+00   8.51284211E-03   9.85680007E-04
       0       5       0.00000000E+00   1.06410526E-02   8.22869936E-04
       0       6       0.00000000E+00   1.27692632E-02   6.85219709E-04
       0       7       0.00000000E+00   1.48974737E-02   5.72673256E-04
       0       8       0.00000000E+00   1.70256842E-02   4.85184701E-04
       0       9       0.00000000E+00   1.91538948E-02   4.22718362E-04
       0      10       0.00000000E+00   2.12821053E-02   4.07079274E-04
 
       1     -10       1.40394891E-03  -2.12821053E-02   3.60054789E-04
       1      -9       1.40394891E-03  -1.91538948E-02   3.71809866E-04
       1      -8       1.40394891E-03  -1.70256842E-02   4.07079274E-04
       1      -7       1.40394891E-03  -1.48974737E-02   4.65875548E-04
       1      -6       1.40394891E-03  -1.27692632E-02   5.48219578E-04
       1      -5       1.40394891E-03  -1.06410526E-02   6.54140610E-04
       1      -4       1.40394891E-03  -8.51284211E-03   7.83676246E-04
       1      -3       1.40394891E-03  -6.38463158E-03   9.36872446E-04
       1      -2       1.40394891E-03  -4.25642106E-03   1.11378352E-03
       1      -1       1.40394891E-03  -2.12821053E-03   1.31447215E-03
       1       0       1.40394891E-03   0.00000000E+00   1.53900935E-03
       1       1       1.40394891E-03   2.12821053E-03   1.53900935E-03
       1       2       1.40394891E-03   4.25642106E-03   1.31447215E-03
       1       3       1.40394891E-03   6.38463158E-03   1.11378352E-03
       1       4       1.40394891E-03   8.51284211E-03   9.36872446E-04
       1       5       1.40394891E-03   1.06410526E-02   7.83676246E-04
       1       6       1.40394891E-03   1.27692632E-02   6.54140610E-04
       1       7       1.40394891E-03   1.48974737E-02   5.48219578E-04
       1       8       1.40394891E-03   1.70256842E-02   4.65875548E-04
       1       9       1.40394891E-03   1.91538948E-02   4.07079274E-04
       1      10       1.40394891E-03   2.12821053E-02   3.79569628E-04
 
       2     -10       2.80789781E-03  -2.12821053E-02   3.32488463E-04
       2      -9       2.80789781E-03  -1.91538948E-02   3.44257706E-04
       2      -8       2.80789781E-03  -1.70256842E-02   3.79569628E-04
       2      -7       2.80789781E-03  -1.48974737E-02   4.38436814E-04
       2      -6       2.80789781E-03  -1.27692632E-02   5.20880235E-04
       2      -5       2.80789781E-03  -1.06410526E-02   6.26929254E-04
       2      -4       2.80789781E-03  -8.51284211E-03   7.56621621E-04
       2      -3       2.80789781E-03  -6.38463158E-03   9.10003477E-04
       2      -2       2.80789781E-03  -4.25642106E-03   1.08712935E-03
       2      -1       2.80789781E-03  -2.12821053E-03   1.28806216E-03
       2       0       2.80789781E-03   0.00000000E+00   1.51287321E-03
       2       1       2.80789781E-03   2.12821053E-03   1.51287321E-03
       2       2       2.80789781E-03   4.25642106E-03   1.28806216E-03
       2       3       2.80789781E-03   6.38463158E-03   1.08712935E-03
       2       4       2.80789781E-03   8.51284211E-03   9.10003477E-04
       2       5       2.80789781E-03   1.06410526E-02   7.56621621E-04
       2       6       2.80789781E-03   1.27692632E-02   6.26929254E-04
       2       7       2.80789781E-03   1.48974737E-02   5.20880235E-04
       2       8       2.80789781E-03   1.70256842E-02   4.38436814E-04
       2       9       2.80789781E-03   1.91538948E-02   3.79569628E-04
       2      10       2.80789781E-03   2.12821053E-02   3.53124725E-04
 
       3     -10       4.21184672E-03  -2.12821053E-02   3.05986792E-04
       3      -9       4.21184672E-03  -1.91538948E-02   3.17770223E-04
       3      -8       4.21184672E-03  -1.70256842E-02   3.53124725E-04
       3      -7       4.21184672E-03  -1.48974737E-02   4.12062932E-04
       3      -6       4.21184672E-03  -1.27692632E-02   4.94605901E-04
       3      -5       4.21184672E-03  -1.06410526E-02   6.00783107E-04
       3      -4       4.21184672E-03  -8.51284211E-03   7.30632451E-04
       3      -3       4.21184672E-03  -6.38463158E-03   8.84200254E-04
       3      -2       4.21184672E-03  -4.25642106E-03   1.06154126E-03
       3      -1       4.21184672E-03  -2.12821053E-03   1.26271864E-03
       3       0       4.21184672E-03   0.00000000E+00   1.48780397E-03
       3       1       4.21184672E-03   2.12821053E-03   1.48780397E-03
       3       2       4.21184672E-03   4.25642106E-03   1.26271864E-03
       3       3       4.21184672E-03   6.38463158E-03   1.06154126E-03
       3       4       4.21184672E-03   8.51284211E-03   8.84200254E-04
       3       5       4.21184672E-03   1.06410526E-02   7.30632451E-04
       3       6       4.21184672E-03   1.27692632E-02   6.00783107E-04
       3       7       4.21184672E-03   1.48974737E-02   4.94605901E-04
       3       8       4.21184672E-03   1.70256842E-02   4.12062932E-04
       3       9       4.21184672E-03   1.91538948E-02   3.53124725E-04
       3      10       4.21184672E-03   2.12821053E-02   3.27748641E-04
 
       4     -10       5.61579563E-03  -2.12821053E-02   2.80553852E-04
       4      -9       5.61579563E-03  -1.91538948E-02   2.92351492E-04
       4      -8       5.61579563E-03  -1.70256842E-02   3.27748641E-04
       4      -7       5.61579563E-03  -1.48974737E-02   3.86757980E-04
       4      -6       5.61579563E-03  -1.27692632E-02   4.69400650E-04
       4      -5       5.61579563E-03  -1.06410526E-02   5.75706242E-04
       4      -4       5.61579563E-03  -8.51284211E-03   7.05712808E-04
       4      -3       5.61579563E-03  -6.38463158E-03   8.59466851E-04
       4      -2       5.61579563E-03  -4.25642106E-03   1.03702333E-03
       4      -1       5.61579563E-03  -2.12821053E-03   1.23844566E-03
       4       0       5.61579563E-03   0.00000000E+00   1.46380572E-03
       4       1       5.61579563E-03   2.12821053E-03   1.46380572E-03
       4       2       5.61579563E-03   4.25642106E-03   1.23844566E-03
       4       3       5.61579563E-03   6.38463158E-03   1.03702333E-03
       4       4       5.61579563E-03   8.51284211E-03   8.59466851E-04
       4       5       5.61579563E-03   1.06410526E-02   7.05712808E-04
       4       6       5.61579563E-03   1.27692632E-02   5.75706242E-04
       4       7       5.61579563E-03   1.48974737E-02   4.69400650E-04
       4       8       5.61579563E-03   1.70256842E-02   3.86757980E-04
       4       9       5.61579563E-03   1.91538948E-02   3.27748641E-04
       4      10       5.61579563E-03   2.12821053E-02   3.03445480E-04
 
       5     -10       7.01974454E-03  -2.12821053E-02   2.56193748E-04
       5      -9       7.01974454E-03  -1.91538948E-02   2.68005620E-04
       5      -8       7.01974454E-03  -1.70256842E-02   3.03445480E-04
       5      -7       7.01974454E-03  -1.48974737E-02   3.62526061E-04
       5      -6       7.01974454E-03  -1.27692632E-02   4.45268585E-04
       5      -5       7.01974454E-03  -1.06410526E-02   5.51702763E-04
       5      -4       7.01974454E-03  -8.51284211E-03   6.81866795E-04
       5      -3       7.01974454E-03  -6.38463158E-03   8.35807367E-04
       5      -2       7.01974454E-03  -4.25642106E-03   1.01357966E-03
       5      -1       7.01974454E-03  -2.12821053E-03   1.21524733E-03
       5       0       7.01974454E-03   0.00000000E+00   1.44088255E-03
       5       1       7.01974454E-03   2.12821053E-03   1.44088255E-03
       5       2       7.01974454E-03   4.25642106E-03   1.21524733E-03
       5       3       7.01974454E-03   6.38463158E-03   1.01357966E-03
       5       4       7.01974454E-03   8.51284211E-03   8.35807367E-04
       5       5       7.01974454E-03   1.06410526E-02   6.81866795E-04
       5       6       7.01974454E-03   1.27692632E-02   5.51702763E-04
       5       7       7.01974454E-03   1.48974737E-02   4.45268585E-04
       5       8       7.01974454E-03   1.70256842E-02   3.62526061E-04
       5       9       7.01974454E-03   1.91538948E-02   3.03445480E-04
       5      10       7.01974454E-03   2.12821053E-02   2.80219371E-04
 
       6     -10       8.42369344E-03  -2.12821053E-02   2.32910609E-04
       6      -9       8.42369344E-03  -1.91538948E-02   2.44736735E-04
       6      -8       8.42369344E-03  -1.70256842E-02   2.80219371E-04
       6      -7       8.42369344E-03  -1.48974737E-02   3.39371303E-04
       6      -6       8.42369344E-03  -1.27692632E-02   4.22213836E-04
       6      -5       8.42369344E-03  -1.06410526E-02   5.28776797E-04
       6      -4       8.42369344E-03  -8.51284211E-03   6.59098538E-04
       6      -3       8.42369344E-03  -6.38463158E-03   8.13225929E-04
       6      -2       8.42369344E-03  -4.25642106E-03   9.91214368E-04
       6      -1       8.42369344E-03  -2.12821053E-03   1.19312777E-03
       6       0       8.42369344E-03   0.00000000E+00   1.41903858E-03
       6       1       8.42369344E-03   2.12821053E-03   1.41903858E-03
       6       2       8.42369344E-03   4.25642106E-03   1.19312777E-03
       6       3       8.42369344E-03   6.38463158E-03   9.91214368E-04
       6       4       8.42369344E-03   8.51284211E-03   8.13225929E-04
       6       5       8.42369344E-03   1.06410526E-02   6.59098538E-04
       6       6       8.42369344E-03   1.27692632E-02   5.28776797E-04
       6       7       8.42369344E-03   1.48974737E-02   4.22213836E-04
       6       8       8.42369344E-03   1.70256842E-02   3.39371303E-04
       6       9       8.42369344E-03   1.91538948E-02   2.80219371E-04
       6      10       8.42369344E-03   2.12821053E-02   2.58074474E-04
 
       7     -10       9.82764235E-03  -2.12821053E-02   2.10708595E-04
       7      -9       9.82764235E-03  -1.91538948E-02   2.22548996E-04
       7      -8       9.82764235E-03  -1.70256842E-02   2.58074474E-04
       7      -7       9.82764235E-03  -1.48974737E-02   3.17297865E-04
       7      -6       9.82764235E-03  -1.27692632E-02   4.00240559E-04
       7      -5       9.82764235E-03  -1.06410526E-02   5.06932500E-04
       7      -4       9.82764235E-03  -8.51284211E-03   6.37412192E-04
       7      -3       9.82764235E-03  -6.38463158E-03   7.91726691E-04
       7      -2       9.82764235E-03  -4.25642106E-03   9.69931612E-04
       7      -1       9.82764235E-03  -2.12821053E-03   1.17209112E-03
       7       0       9.82764235E-03   0.00000000E+00   1.39827795E-03
       7       1       9.82764235E-03   2.12821053E-03   1.39827795E-03
       7       2       9.82764235E-03   4.25642106E-03   1.17209112E-03
       7       3       9.82764235E-03   6.38463158E-03   9.69931612E-04
       7       4       9.82764235E-03   8.51284211E-03   7.91726691E-04
       7       5       9.82764235E-03   1.06410526E-02   6.37412192E-04
       7       6       9.82764235E-03   1.27692632E-02   5.06932500E-04
       7       7       9.82764235E-03   1.48974737E-02   4.00240559E-04
       7       8       9.82764235E-03   1.70256842E-02   3.17297865E-04
       7       9       9.82764235E-03   1.91538948E-02   2.58074474E-04
       7      10       9.82764235E-03   2.12821053E-02   2.37014974E-04
 
       8     -10       1.12315913E-02  -2.12821053E-02   1.89591892E-04
       8      -9       1.12315913E-02  -1.91538948E-02   2.01446588E-04
       8      -8       1.12315913E-02  -1.70256842E-02   2.37014974E-04
       8      -7       1.12315913E-02  -1.48974737E-02   2.96309932E-04
       8      -6       1.12315913E-02  -1.27692632E-02   3.79352938E-04
       8      -5       1.12315913E-02  -1.06410526E-02   4.86174056E-04
       8      -4       1.12315913E-02  -8.51284211E-03   6.16811940E-04
       8      -3       1.12315913E-02  -6.38463158E-03   7.71313833E-04
       8      -2       1.12315913E-02  -4.25642106E-03   9.49735570E-04
       8      -1       1.12315913E-02  -2.12821053E-03   1.15214157E-03
       8       0       1.12315913E-02   0.00000000E+00   1.37860485E-03
       8       1       1.12315913E-02   2.12821053E-03   1.37860485E-03
       8       2       1.12315913E-02   4.25642106E-03   1.15214157E-03
       8       3       1.12315913E-02   6.38463158E-03   9.49735570E-04
       8       4       1.12315913E-02   8.51284211E-03   7.71313833E-04
       8       5       1.12315913E-02   1.06410526E-02   6.16811940E-04
       8       6       1.12315913E-02   1.27692632E-02   4.86174056E-04
       8       7       1.12315913E-02   1.48974737E-02   3.79352938E-04
       8       8       1.12315913E-02   1.70256842E-02   2.96309932E-04
       8       9       1.12315913E-02   1.91538948E-02   2.37014974E-04
       8      10       1.12315913E-02   2.12821053E-02   2.17045083E-04
 
       9     -10       1.26355402E-02  -2.12821053E-02   1.69564712E-04
       9      -9       1.26355402E-02  -1.91538948E-02   1.81433727E-04
       9      -8       1.26355402E-02  -1.70256842E-02   2.17045083E-04
       9      -7       1.26355402E-02  -1.48974737E-02   2.76411717E-04
       9      -6       1.26355402E-02  -1.27692632E-02   3.59555187E-04
       9      -5       1.26355402E-02  -1.06410526E-02   4.66505676E-04
       9      -4       1.26355402E-02  -8.51284211E-03   5.97301993E-04
       9      -3       1.26355402E-02  -6.38463158E-03   7.51991566E-04
       9      -2       1.26355402E-02  -4.25642106E-03   9.30630450E-04
       9      -1       1.26355402E-02  -2.12821053E-03   1.13328332E-03
       9       0       1.26355402E-02   0.00000000E+00   1.36002349E-03
       9       1       1.26355402E-02   2.12821053E-03   1.36002349E-03
       9       2       1.26355402E-02   4.25642106E-03   1.13328332E-03
       9       3       1.26355402E-02   6.38463158E-03   9.30630450E-04
       9       4       1.26355402E-02   8.51284211E-03   7.51991566E-04
       9       5       1.26355402E-02   1.06410526E-02   5.97301993E-04
       9       6       1.26355402E-02   1.27692632E-02   4.66505676E-04
       9       7       1.26355402E-02   1.48974737E-02   3.59555187E-04
       9       8       1.26355402E-02   1.70256842E-02   2.76411717E-04
       9       9       1.26355402E-02   1.91538948E-02   2.17045083E-04
       9      10       1.26355402E-02   2.12821053E-02   1.98169044E-04
 
      10     -10       1.40394891E-02  -2.12821053E-02   1.50631298E-04
      10      -9       1.40394891E-02  -1.91538948E-02   1.62514653E-04
      10      -8       1.40394891E-02  -1.70256842E-02   1.98169044E-04
      10      -7       1.40394891E-02  -1.48974737E-02   2.57607460E-04
      10      -6       1.40394891E-02  -1.27692632E-02   3.40851545E-04
      10      -5       1.40394891E-02  -1.06410526E-02   4.47931601E-04
      10      -4       1.40394891E-02  -8.51284211E-03   5.78886588E-04
      10      -3       1.40394891E-02  -6.38463158E-03   7.33764125E-04
      10      -2       1.40394891E-02  -4.25642106E-03   9.12620488E-04
      10      -1       1.40394891E-02  -2.12821053E-03   1.11552061E-03
      10       0       1.40394891E-02   0.00000000E+00   1.34253808E-03
      10       1       1.40394891E-02   2.12821053E-03   1.34253808E-03
      10       2       1.40394891E-02   4.25642106E-03   1.11552061E-03
      10       3       1.40394891E-02   6.38463158E-03   9.12620488E-04
      10       4       1.40394891E-02   8.51284211E-03   7.33764125E-04
      10       5       1.40394891E-02   1.06410526E-02   5.78886588E-04
      10       6       1.40394891E-02   1.27692632E-02   4.47931601E-04
      10       7       1.40394891E-02   1.48974737E-02   3.40851545E-04
      10       8       1.40394891E-02   1.70256842E-02   2.57607460E-04
      10       9       1.40394891E-02   1.91538948E-02   1.98169044E-04
      10      10       1.40394891E-02   2.12821053E-02   1.80391128E-04
 
      11     -10       1.54434380E-02  -2.12821053E-02   1.32795923E-04
      11      -9       1.54434380E-02  -1.91538948E-02   1.44693638E-04
      11      -8       1.54434380E-02  -1.70256842E-02   1.80391128E-04
      11      -7       1.54434380E-02  -1.48974737E-02   2.39901433E-04
      11      -6       1.54434380E-02  -1.27692632E-02   3.23246282E-04
      11      -5       1.54434380E-02  -1.06410526E-02   4.30456098E-04
      11      -4       1.54434380E-02  -8.51284211E-03   5.61569995E-04
      11      -3       1.54434380E-02  -6.38463158E-03   7.16635779E-04
      11      -2       1.54434380E-02  -4.25642106E-03   8.95709950E-04
      11      -1       1.54434380E-02  -2.12821053E-03   1.09885770E-03
      11       0       1.54434380E-02   0.00000000E+00   1.32615291E-03
      11       1       1.54434380E-02   2.12821053E-03   1.32615291E-03
      11       2       1.54434380E-02   4.25642106E-03   1.09885770E-03
      11       3       1.54434380E-02   6.38463158E-03   8.95709950E-04
      11       4       1.54434380E-02   8.51284211E-03   7.16635779E-04
      11       5       1.54434380E-02   1.06410526E-02   5.61569995E-04
      11       6       1.54434380E-02   1.27692632E-02   4.30456098E-04
      11       7       1.54434380E-02   1.48974737E-02   3.23246282E-04
      11       8       1.54434380E-02   1.70256842E-02   2.39901433E-04
      11       9       1.54434380E-02   1.91538948E-02   1.80391128E-04
      11      10       1.54434380E-02   2.12821053E-02   1.63715635E-04
 
      12     -10       1.68473869E-02  -2.12821053E-02   1.16062885E-04
      12      -9       1.68473869E-02  -1.91538948E-02   1.27974982E-04
      12      -8       1.68473869E-02  -1.70256842E-02   1.63715635E-04
      12      -7       1.68473869E-02  -1.48974737E-02   2.23297935E-04
      12      -6       1.68473869E-02  -1.27692632E-02   3.06743697E-04
      12      -5       1.68473869E-02  -1.06410526E-02   4.14083465E-04
      12      -4       1.68473869E-02  -8.51284211E-03   5.45356508E-04
      12      -3       1.68473869E-02  -6.38463158E-03   7.00610822E-04
      12      -2       1.68473869E-02  -4.25642106E-03   8.79903129E-04
      12      -1       1.68473869E-02  -2.12821053E-03   1.08329888E-03
      12       0       1.68473869E-02   0.00000000E+00   1.31087224E-03
      12       1       1.68473869E-02   2.12821053E-03   1.31087224E-03
      12       2       1.68473869E-02   4.25642106E-03   1.08329888E-03
      12       3       1.68473869E-02   6.38463158E-03   8.79903129E-04
      12       4       1.68473869E-02   8.51284211E-03   7.00610822E-04
      12       5       1.68473869E-02   1.06410526E-02   5.45356508E-04
      12       6       1.68473869E-02   1.27692632E-02   4.14083465E-04
      12       7       1.68473869E-02   1.48974737E-02   3.06743697E-04
      12       8       1.68473869E-02   1.70256842E-02   2.23297935E-04
      12       9       1.68473869E-02   1.91538948E-02   1.63715635E-04
      12      10       1.68473869E-02   2.12821053E-02   1.48146894E-04
 
      13     -10       1.82513358E-02  -2.12821053E-02   1.00436515E-04
      13      -9       1.82513358E-02  -1.91538948E-02   1.12363014E-04
      13      -8       1.82513358E-02  -1.70256842E-02   1.48146894E-04
      13      -7       1.82513358E-02  -1.48974737E-02   2.07801294E-04
      13      -6       1.82513358E-02  -1.27692632E-02   2.91348119E-04
      13      -5       1.82513358E-02  -1.06410526E-02   3.98818031E-04
      13      -4       1.82513358E-02  -8.51284211E-03   5.30250455E-04
      13      -3       1.82513358E-02  -6.38463158E-03   6.85693579E-04
      13      -2       1.82513358E-02  -4.25642106E-03   8.65204348E-04
      13      -1       1.82513358E-02  -2.12821053E-03   1.06884847E-03
      13       0       1.82513358E-02   0.00000000E+00   1.29670042E-03
      13       1       1.82513358E-02   2.12821053E-03   1.29670042E-03
      13       2       1.82513358E-02   4.25642106E-03   1.06884847E-03
      13       3       1.82513358E-02   6.38463158E-03   8.65204348E-04
