0.001	0	-0.198	3.729	0	-3459.01	0	0.-0.12514*I	0
0.001	0	-0.197	8.74587	0	-3471.47	0	0.-0.125592*I	0
0.001	0	-0.196	13.762599999999999	0	-3493.97	0	0.-0.126405*I	0
0.001	0	-0.195	18.779200000000003	0	-3526.51	0	0.-0.127582*I	0
0.001	0	-0.19399999999999998	25.075999999999997	0	-3571.2000000000003	0	0.-0.129199*I	0
0.001	0	-0.193	30.3054	0	-3626.55	0	0.-0.131202*I	0
0.001	0	-0.192	35.535199999999996	0	-3692.36	0	0.-0.133583*I	0
0.001	0	-0.19100000000000003	41.9958	0	-3769.04	0	0.-0.136357*I	0
0.001	0	-0.19	47.6586	0	-3858.64	0	0.-0.139599*I	0
0.001	0	-0.189	53.322300000000006	0	-3959.58	0	0.-0.14325*I	0
0.001	0	-0.188	58.9863	0	-4071.84	0	0.-0.147311*I	0
0.001	0	-0.187	66.2187	0	-4196.66	0	0.-0.151827*I	0
0.001	0	-0.18600000000000003	72.55499999999999	0	-4335.37	0	0.-0.156845*I	0
0.001	0	-0.185	78.8913	0	-4486.740000000001	0	0.-0.162322*I	0
0.001	0	-0.184	85.2278	0	-4650.79	0	0.-0.168256*I	0
0.001	0	-0.18300000000000002	93.6725	0	-4830.	0	0.-0.17474*I	0
0.001	0	-0.182	100.94600000000001	0	-5024.52	0	0.-0.181778*I	0
0.001	0	-0.18100000000000002	108.22	0	-5233.599999999999	0	0.-0.189342*I	0
0.001	0	-0.18	115.494	0	-5457.21	0	0.-0.19743100000000002*I	0
0.001	0	-0.179	125.654	0	-5699.799999999999	0	0.-0.206208*I	0
0.001	0	-0.17800000000000002	134.168	0	-5959.5	0	0.-0.21560300000000002*I	0
0.001	0	-0.177	142.683	0	-6236.23	0	0.-0.225614*I	0
0.001	0	-0.17600000000000002	153.55999999999997	0	-6531.02	0	0.-0.23627899999999996*I	0
0.001	0	-0.17500000000000002	163.661	0	-6848.08	0	0.-0.24775*I	0
0.001	0	-0.174	173.764	0	-7185.35	0	0.-0.259952*I	0
0.001	0	-0.17300000000000001	183.86499999999998	0	-7542.83	0	0.-0.272884*I	0
0.001	0	-0.172	197.345	0	-7923.400000000001	0	0.-0.286653*I	0
0.001	0	-0.171	209.44299999999998	0	-8329.99	0	0.-0.301362*I	0
0.001	0	-0.17	221.53900000000002	0	-8760.769999999999	0	0.-0.316947*I	0
0.001	0	-0.16899999999999998	233.63400000000001	0	-9215.75	0	0.-0.333406*I	0
0.001	0	-0.168	250.48699999999997	0	-9700.78	0	0.-0.350954*I	0
0.001	0	-0.167	265.053	0	-10216.1	0	0.-0.369597*I	0
0.001	0	-0.166	279.617	0	-10760.5	0	0.-0.3892920000000001*I	0
0.001	0	-0.165	297.74499999999995	0	-11334.4	0	0.-0.410052*I	0
0.001	0	-0.16399999999999998	315.327	0	-11947.1	0	0.-0.43222099999999997*I	0
0.001	0	-0.163	332.909	0	-12595.1	0	0.-0.455662*I	0
0.001	0	-0.162	350.491	0	-13278.2	0	0.-0.480375*I	0
0.001	0	-0.161	373.366	0	-13999.4	0	0.-0.506465*I	0
0.001	0	-0.16	394.597	0	-14767.	0	0.-0.534235*I	0
0.001	0	-0.159	415.829	0	-15577.	0	0.-0.563541*I	0
0.001	0	-0.158	437.06	0	-16429.6	0	0.-0.594382*I	0
0.001	0	-0.157	465.846	0	-17331.800000000003	0	0.-0.627022*I	0
0.001	0	-0.156	491.43899999999996	0	-18288.6	0	0.-0.661638*I	0
0.001	0	-0.155	517.0319999999999	0	-19296.7	0	0.-0.698105*I	0
0.001	0	-0.154	542.627	0	-20355.9	0	0.-0.736423*I	0
0.001	0	-0.153	578.6419999999999	0	-21480.2	0	0.-0.777096*I	0
0.001	0	-0.152	609.3649999999999	0	-22667.7	0	0.-0.820056*I	0
0.001	0	-0.151	640.091	0	-23916.6	0	0.-0.8652369999999999*I	0
0.001	0	-0.15	678.812	0	-25228.8	0	0.-0.9127030000000002*I	0
0.001	0	-0.149	715.452	0	-26622.4	0	0.-0.963121*I	0
0.001	0	-0.14800000000000002	752.1020000000001	0	-28089.4	0	0.-1.01619*I	0
0.001	0	-0.147	788.749	0	-29629.699999999997	0	0.-1.07191*I	0
0.001	0	-0.146	836.697	0	-31250.800000000003	0	0.-1.13055*I	0
0.001	0	-0.145	880.0029999999999	0	-32966.799999999996	0	0.-1.19263*I	0
0.001	0	-0.14400000000000002	923.314	0	-34769.5	0	0.-1.25784*I	0
0.001	0	-0.14300000000000002	966.623	0	-36658.799999999996	0	0.-1.32618*I	0
0.001	0	-0.142	1024.99	0	-38651.	0	0.-1.39825*I	0
0.001	0	-0.141	1075.5	0	-40750.799999999996	0	0.-1.4742*I	0
0.001	0	-0.14	1126.01	0	-42951.6	0	0.-1.5538100000000001*I	0
0.001	0	-0.139	1176.52	0	-45253.4	0	0.-1.6370700000000002*I	0
0.001	0	-0.138	1245.94	0	-47684.6	0	0.-1.7250199999999998*I	0
0.001	0	-0.13699999999999998	1303.82	0	-50233.600000000006	0	0.-1.81722*I	0
0.001	0	-0.136	1361.7	0	-52898.3	0	0.-1.9136100000000003*I	0
0.001	0	-0.135	1434.84	0	-55684.200000000004	0	0.-2.01437*I	0
0.001	0	-0.134	1499.56	0	-58617.799999999996	0	0.-2.12048*I	0
0.001	0	-0.133	1564.31	0	-61681.	0	0.-2.23128*I	0
0.001	0	-0.132	1629.05	0	-64873.600000000006	0	0.-2.34675*I	0
