-0.01	-0.01	0.0003266271901414086+0.00023578680671142597*I	0.00032662719014140866+0.000235786806711426*I
-0.01	-0.009000000000000001	0.0003285104310395626+0.00023833890398767255*I	0.00029565938793560626+0.00021450501358890526*I
-0.01	-0.008	0.0003299399191402193+0.00024005616875789077*I	0.0002639519353121754+0.00019204493500631257*I
-0.01	-0.007	0.00033348017376064057+0.0002431450436147779*I	0.00023343612163244842+0.00017020153053034452*I
-0.01	-0.006	0.00033587188128509526+0.00024505806133840683*I	0.0002015231287710572+0.0001470348368030441*I
-0.01	-0.005	0.0003371228316240597+0.00024589241357929754*I	0.0001685614158120299+0.00012294620678964882*I
-0.01	-0.004	0.00033799595015033743+0.0002463418543002146*I	0.00013519838006013503+0.00009853674172008586*I
-0.01	-0.003	0.000338696205745265+0.00024664793165553284*I	0.00010160886172357942+0.00007399437949665979*I
-0.01	-0.002	0.00033926113061975665+0.00024689757044839175*I	0.00006785222612395126+0.0000493795140896783*I
-0.01	-0.0009999999999999992	0.00033964791616315857+0.0002470808198469054*I	0.00003396479161631584+0.00002470808198469053*I
-0.01	0.	0.00033978742471676645+0.00024714999414346617*I	-4.161195820699103*^-20-3.0267144923708295*^-20*I
-0.01	0.0009999999999999992	0.00033964791616315857+0.0002470808198469054*I	-0.00003396479161631584-0.00002470808198469053*I
-0.01	0.002	0.00033926113061975665+0.00024689757044839175*I	-0.00006785222612395126-0.0000493795140896783*I
-0.01	0.003000000000000001	0.00033869620574526494+0.0002466479316555328*I	-0.00010160886172357958-0.00007399437949665991*I
-0.01	0.004	0.00033799595015033743+0.0002463418543002146*I	-0.00013519838006013503-0.00009853674172008586*I
-0.01	0.004999999999999999	0.00033712283162405974+0.0002458924135792976*I	-0.00016856141581202976-0.00012294620678964872*I
-0.01	0.006	0.00033587188128509526+0.00024505806133840683*I	-0.0002015231287710572-0.0001470348368030441*I
-0.01	0.007000000000000001	0.00033348017376064057+0.0002431450436147779*I	-0.00023343612163244842-0.00017020153053034452*I
-0.01	0.008000000000000002	0.0003299399191402192+0.00024005616875789068*I	-0.00026395193531217554-0.00019204493500631268*I
-0.01	0.009	0.0003285104310395626+0.00023833890398767255*I	-0.00029565938793560626-0.00021450501358890526*I
-0.01	0.01	0.0003266271901414086+0.00023578680671142597*I	-0.00032662719014140866-0.000235786806711426*I
-0.009000000000000001	-0.01	0.0002956593879356063+0.0002145050135889053*I	0.00032851043103956256+0.00023833890398767253*I
-0.009000000000000001	-0.009000000000000001	0.00029733029170787037+0.0002164018099391741*I	0.0002973302917078704+0.00021640180993917412*I
-0.009000000000000001	-0.008	0.00030101272780445356+0.0002195570555958285*I	0.00026756686915951433+0.00019516182719629202*I
-0.009000000000000001	-0.007	0.00030293665172507724+0.00022100841272149733*I	0.0002356173957861711+0.0001718954321167201*I
-0.009000000000000001	-0.006	0.0003041093063174177+0.00022166746149093226*I	0.00020273953754494512+0.0001477783076606215*I
-0.009000000000000001	-0.005	0.00030512271092754476+0.0002221121729260626*I	0.00016951261718196932+0.00012339565162559034*I
-0.009000000000000001	-0.004	0.0003063985781626783+0.00022280539120439043*I	0.00013617714585007916+0.00009902461831306235*I
-0.009000000000000001	-0.003	0.00030792516063729065+0.0002237925862343769*I	0.00010264172021243024+0.00007459752874479233*I
-0.009000000000000001	-0.002	0.000309051771961734+0.00022453179783223838*I	0.00006867817154705202+0.00004989595507383077*I
-0.009000000000000001	-0.0009999999999999992	0.00030969462483054587+0.00022495224435463518*I	0.00003441051387006062+0.000024994693817181667*I
-0.009000000000000001	0.	0.00030989745700395855+0.00022508396736343252*I	-3.795149287838024*^-20-2.756483601710149*^-20*I
-0.009000000000000001	0.0009999999999999992	0.00030969462483054587+0.00022495224435463518*I	-0.00003441051387006062-0.000024994693817181667*I
-0.009000000000000001	0.002	0.000309051771961734+0.00022453179783223838*I	-0.00006867817154705202-0.00004989595507383077*I
-0.009000000000000001	0.003000000000000001	0.00030792516063729065+0.0002237925862343769*I	-0.00010264172021243024-0.00007459752874479233*I
-0.009000000000000001	0.004	0.0003063985781626783+0.00022280539120439043*I	-0.00013617714585007916-0.00009902461831306235*I
-0.009000000000000001	0.004999999999999999	0.0003051227109275447+0.0002221121729260626*I	-0.0001695126171819693-0.00012339565162559034*I
-0.009000000000000001	0.006	0.0003041093063174177+0.00022166746149093226*I	-0.00020273953754494512-0.0001477783076606215*I
-0.009000000000000001	0.007000000000000001	0.00030293665172507724+0.00022100841272149733*I	-0.0002356173957861711-0.0001718954321167201*I
-0.009000000000000001	0.008000000000000002	0.0003010127278044536+0.0002195570555958285*I	-0.00026756686915951433-0.00019516182719629202*I
-0.009000000000000001	0.009	0.00029733029170787037+0.00021640180993917404*I	-0.0002973302917078704-0.00021640180993917407*I
-0.009000000000000001	0.01	0.0002956593879356063+0.0002145050135889053*I	-0.00032851043103956256-0.00023833890398767253*I
-0.008	-0.01	0.0002639519353121755+0.00019204493500631263*I	0.00032993991914021924+0.00024005616875789074*I
