Cavity #324      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.065e9  	295.13           	8.4296e6	1   	0.                
   lr(2) =       	2.5563e9 	73335.           	6331.6  	1   	0.                
   lr(3) =       	1.7377e9 	47013.           	1851.3  	1   	0.                
   lr(4) =       	1.7037e9 	50406.00000000001	1547.8  	1   	0.                
   lr(5) =       	3.0765e9 	3464.3           	29066.  	1   	0.                
   lr(6) =       	1.8706e9 	38982.           	1465.5  	1   	0.                
   lr(7) =       	1.8717e9 	40204.00000000001	1114.   	1   	0.                
   lr(8) =       	1.8564e9 	26637.           	1631.4  	1   	0.                
   lr(9) =       	1.8724e9 	35838.           	736.85  	1   	0.                
   lr(10) =      	2.547e9  	9475.5           	2537.5  	1   	0.                
/                
