Cavity #259      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5584e9 	75862.    	10700. 	1   	0.                
   lr(2) =       	8.8458e9 	6407.6    	160770.	1   	0.                
   lr(3) =       	1.7387e9 	49614.    	1908.9 	1   	0.                
   lr(4) =       	8.8458e9 	7099.5    	66043. 	1   	0.                
   lr(5) =       	1.7036e9 	49818.    	1703.6 	1   	0.                
   lr(6) =       	3.0769e9 	3586.4    	33827. 	1   	0.                
   lr(7) =       	1.8711e9 	37136.    	1430.1 	1   	0.                
   lr(8) =       	1.8719e9 	36094.    	1108.8 	1   	0.                
   lr(9) =       	1.8568e9 	25589.    	1491.  	1   	0.                
   lr(10) =      	1.8729e9 	39008.    	754.49 	1   	0.                
/                
