Cavity #153      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5573e9 	70083.    	7413.6	1   	0.                
   lr(2) =       	3.0777e9 	3738.     	67955.	1   	0.                
   lr(3) =       	5.6176e9 	5484.7    	78693.	1   	0.                
   lr(4) =       	1.7037e9 	52852.    	1758.1	1   	0.                
   lr(5) =       	1.7381e9 	44766.    	1929.1	1   	0.                
   lr(6) =       	1.8693e9 	36933.    	1503.7	1   	0.                
   lr(7) =       	1.8565e9 	25693.    	1464.3	1   	0.                
   lr(8) =       	1.8704e9 	39415.    	890.01	1   	0.                
   lr(9) =       	1.8712e9 	37142.    	737.11	1   	0.                
   lr(10) =      	2.5462e9 	9538.2    	2887.9	1   	0.                
/                
