Cavity #133      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5549e9 	66151.           	6659.8	1   	0.                
   lr(2) =       	1.736e9  	47546.           	1909.8	1   	0.                
   lr(3) =       	8.8375e9 	5209.3           	82379.	1   	0.                
   lr(4) =       	1.7011e9 	48888.99999999999	1525. 	1   	0.                
   lr(5) =       	1.8696e9 	39900.           	1479.2	1   	0.                
   lr(6) =       	2.5418e9 	13964.           	4369.7	1   	0.                
   lr(7) =       	1.8707e9 	41994.           	1011.5	1   	0.                
   lr(8) =       	1.8559e9 	25933.           	1320.3	1   	0.                
   lr(9) =       	1.8715e9 	35480.           	622.78	1   	0.                
   lr(10) =      	1.7898e9 	9872.4           	973.32	1   	0.                
/                
