Cavity #300      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5537e9 	70895.            	6578.2 	1   	0.                
   lr(2) =       	3.0712e9 	1430.8000000000002	372970.	1   	0.                
   lr(3) =       	1.7058e9 	51428.            	1813.2 	1   	0.                
   lr(4) =       	3.0762e9 	3497.2            	44391. 	1   	0.                
   lr(5) =       	1.7391e9 	44886.            	1751.4 	1   	0.                
   lr(6) =       	1.8704e9 	39725.            	1420.6 	1   	0.                
   lr(7) =       	1.8714e9 	43560.            	816.84 	1   	0.                
   lr(8) =       	1.8565e9 	24719.000000000004	1425.1 	1   	0.                
   lr(9) =       	1.8724e9 	41524.            	667.65 	1   	0.                
   lr(10) =      	2.543e9  	9999.5            	3655.1 	1   	0.                
/                
