Cavity #27       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	5.5916e9 	3320.6000000000004	341820.	1   	0.                
   lr(2) =       	3.0701e9 	2097.4            	184500.	1   	0.                
   lr(3) =       	2.5526e9 	65499.            	4771.3 	1   	0.                
   lr(4) =       	1.7027e9 	52349.            	1823.8 	1   	0.                
   lr(5) =       	1.7377e9 	41503.            	1836.3 	1   	0.                
   lr(6) =       	1.8703e9 	39433.            	1195.7 	1   	0.                
   lr(7) =       	1.8562e9 	25767.000000000004	1503.4 	1   	0.                
   lr(8) =       	1.8716e9 	41147.            	855.82 	1   	0.                
   lr(9) =       	2.5447e9 	28101.            	1592.1 	1   	0.                
   lr(10) =      	1.8725e9 	38614.            	666.51 	1   	0.                
/                
