Cavity #65       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0655e9 	196.51999999999998	4.7342e9	1   	0.                
   lr(2) =       	2.5564e9 	79035.            	5829.7  	1   	0.                
   lr(3) =       	5.6193e9 	3284.2            	147050. 	1   	0.                
   lr(4) =       	1.7035e9 	51480.            	1763.3  	1   	0.                
   lr(5) =       	1.7392e9 	47785.            	1853.1  	1   	0.                
   lr(6) =       	3.0766e9 	3940.2            	34696.  	1   	0.                
   lr(7) =       	1.8701e9 	38474.            	1412.8  	1   	0.                
   lr(8) =       	1.8711e9 	40465.            	992.67  	1   	0.                
   lr(9) =       	1.8574e9 	24796.            	1469.4  	1   	0.                
   lr(10) =      	1.872e9  	37102.            	744.98  	1   	0.                
/                
