Cavity #17       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0678e9 	159.70999999999998	6.2348e7	1   	0.                
   lr(2) =       	2.5578e9 	75652.            	9507.2  	1   	0.                
   lr(3) =       	3.0773e9 	2845.6            	64800.  	1   	0.                
   lr(4) =       	1.7362e9 	47247.            	1893.3  	1   	0.                
   lr(5) =       	1.7046e9 	49828.            	1737.9  	1   	0.                
   lr(6) =       	8.8417e9 	7600.8            	44553.  	1   	0.                
   lr(7) =       	1.8712e9 	37760.            	1221.1  	1   	0.                
   lr(8) =       	1.8722e9 	38773.            	1006.1  	1   	0.                
   lr(9) =       	1.8564e9 	27929.            	1322.5  	1   	0.                
   lr(10) =      	1.8733e9 	36334.            	753.02  	1   	0.                
/                
