Cavity #218      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0654e9 	319.25    	4.8698e6	1   	0.                
   lr(2) =       	2.5542e9 	75855.    	8163.1  	1   	0.                
   lr(3) =       	1.7042e9 	50526.    	1753.9  	1   	0.                
   lr(4) =       	1.7377e9 	48254.    	1761.9  	1   	0.                
   lr(5) =       	1.8715e9 	36720.    	1341.   	1   	0.                
   lr(6) =       	1.8726e9 	37588.    	1102.3  	1   	0.                
   lr(7) =       	1.8563e9 	26671.    	1443.4  	1   	0.                
   lr(8) =       	1.8732e9 	37993.    	1014.1  	1   	0.                
   lr(9) =       	1.8807e9 	7502.1    	1713.7  	1   	0.                
   lr(10) =      	1.6742e9 	9922.4    	813.38  	1   	0.                
/                
