Cavity #43       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0669e9 	179.18    	2.8893e7	1   	0.                
   lr(2) =       	2.5592e9 	71808.    	10312.  	1   	0.                
   lr(3) =       	5.6244e9 	4963.6    	246430. 	1   	0.                
   lr(4) =       	1.705e9  	51901.    	1763.   	1   	0.                
   lr(5) =       	1.7398e9 	47881.    	1788.   	1   	0.                
   lr(6) =       	3.0806e9 	3616.7    	37557.  	1   	0.                
   lr(7) =       	1.8708e9 	34433.    	1556.6  	1   	0.                
   lr(8) =       	1.8716e9 	35152.    	1458.8  	1   	0.                
   lr(9) =       	1.8575e9 	25879.    	1613.   	1   	0.                
   lr(10) =      	1.8723e9 	38480.    	909.06  	1   	0.                
/                
