Cavity #61       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5521e9 	74327.           	7449.8	1   	0.                
   lr(2) =       	1.7037e9 	51203.           	1702.4	1   	0.                
   lr(3) =       	3.0735e9 	4155.3           	37221.	1   	0.                
   lr(4) =       	1.7366e9 	43233.           	1773.5	1   	0.                
   lr(5) =       	1.8691e9 	42098.00000000001	1443.1	1   	0.                
   lr(6) =       	1.8703e9 	44634.           	898.73	1   	0.                
   lr(7) =       	1.8547e9 	25366.           	1327.6	1   	0.                
   lr(8) =       	1.871e9  	41567.99999999999	691.38	1   	0.                
   lr(9) =       	1.8804e9 	7916.            	1935.9	1   	0.                
   lr(10) =      	1.6757e9 	11372.           	897.2 	1   	0.                
/                
