Cavity #69       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5564e9 	70348.            	8676.9 	1   	0.                
   lr(2) =       	3.0785e9 	3815.6            	127610.	1   	0.                
   lr(3) =       	1.705e9  	51170.            	1622.  	1   	0.                
   lr(4) =       	1.7372e9 	44986.            	1758.4 	1   	0.                
   lr(5) =       	1.8689e9 	39157.            	1644.5 	1   	0.                
   lr(6) =       	1.87e9   	41695.            	965.99 	1   	0.                
   lr(7) =       	1.8558e9 	24653.999999999996	1442.  	1   	0.                
   lr(8) =       	1.8707e9 	37268.            	692.17 	1   	0.                
   lr(9) =       	2.544e9  	10285.            	3196.6 	1   	0.                
   lr(10) =      	1.6773e9 	11556.            	804.6  	1   	0.                
/                
