Cavity #144      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5518e9 	73868.    	4396.6 	1   	0.                
   lr(2) =       	5.6046e9 	5795.5    	109400.	1   	0.                
   lr(3) =       	1.7372e9 	43587.    	1840.4 	1   	0.                
   lr(4) =       	1.7036e9 	50958.    	1535.8 	1   	0.                
   lr(5) =       	1.8692e9 	40846.    	1818.7 	1   	0.                
   lr(6) =       	3.0744e9 	3933.     	29142. 	1   	0.                
   lr(7) =       	1.8555e9 	25553.    	1559.2 	1   	0.                
   lr(8) =       	1.8702e9 	45048.    	781.93 	1   	0.                
   lr(9) =       	1.8709e9 	40979.    	586.12 	1   	0.                
   lr(10) =      	2.4999e9 	30031.    	380.87 	1   	0.                
/                
