Cavity #66       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5515e9 	72959.           	9327.3	1   	0.                
   lr(2) =       	3.0746e9 	3965.7           	73403.	1   	0.                
   lr(3) =       	1.7047e9 	50178.           	1692.7	1   	0.                
   lr(4) =       	1.7369e9 	44868.           	1686.5	1   	0.                
   lr(5) =       	1.8701e9 	40214.99999999999	1580.7	1   	0.                
   lr(6) =       	1.8711e9 	42779.99999999999	998.58	1   	0.                
   lr(7) =       	1.8545e9 	25324.           	1389. 	1   	0.                
   lr(8) =       	1.8719e9 	41280.           	821.07	1   	0.                
   lr(9) =       	1.8815e9 	8992.            	2196. 	1   	0.                
   lr(10) =      	1.6757e9 	10683.           	901.17	1   	0.                
/                
