Cavity #111      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5521e9 	78036.    	9187.9	1   	0.                
   lr(2) =       	1.7042e9 	51128.    	1727.5	1   	0.                
   lr(3) =       	1.737e9  	44547.    	1731.2	1   	0.                
   lr(4) =       	3.0748e9 	3746.8    	32628.	1   	0.                
   lr(5) =       	1.8702e9 	39215.    	1420.4	1   	0.                
   lr(6) =       	1.8549e9 	26890.    	1444.2	1   	0.                
   lr(7) =       	1.8714e9 	41559.    	929.57	1   	0.                
   lr(8) =       	1.8722e9 	39613.    	742.02	1   	0.                
   lr(9) =       	1.6747e9 	11124.    	771.43	1   	0.                
   lr(10) =      	1.7898e9 	9657.     	884.54	1   	0.                
/                
