Cavity #162      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5521e9 	76974.    	4487.  	1   	0.                
   lr(2) =       	3.0766e9 	3407.1    	81010. 	1   	0.                
   lr(3) =       	3.0715e9 	1622.     	148600.	1   	0.                
   lr(4) =       	5.6123e9 	5064.     	73192. 	1   	0.                
   lr(5) =       	1.7053e9 	51685.    	1552.5 	1   	0.                
   lr(6) =       	1.7405e9 	43429.    	1772.1 	1   	0.                
   lr(7) =       	1.8714e9 	38774.    	1740.2 	1   	0.                
   lr(8) =       	1.8568e9 	27476.    	1877.2 	1   	0.                
   lr(9) =       	1.8724e9 	42896.    	732.89 	1   	0.                
   lr(10) =      	1.8732e9 	39189.    	569.07 	1   	0.                
/                
