Cavity #117      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0609e9 	398.53           	1.2775e9	1   	0.                
   lr(2) =       	3.0609e9 	398.56           	8.7441e8	1   	0.                
   lr(3) =       	5.6081e9 	3657.6           	746230. 	1   	0.                
   lr(4) =       	2.5519e9 	71524.           	5432.3  	1   	0.                
   lr(5) =       	1.7063e9 	52855.           	1755.1  	1   	0.                
   lr(6) =       	1.738e9  	40140.           	1762.2  	1   	0.                
   lr(7) =       	1.8712e9 	39173.           	1568.1  	1   	0.                
   lr(8) =       	1.8544e9 	29487.           	1581.4  	1   	0.                
   lr(9) =       	1.8722e9 	41007.99999999999	1053.4  	1   	0.                
   lr(10) =      	1.8729e9 	40190.           	868.74  	1   	0.                
/                
