Cavity #72       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0802e9 	3020.5    	6.7644e6	1   	0.                
   lr(2) =       	3.065e9  	1008.8    	1.1464e6	1   	0.                
   lr(3) =       	2.5542e9 	62279.    	2518.9  	1   	0.                
   lr(4) =       	1.7068e9 	53042.    	1696.4  	1   	0.                
   lr(5) =       	1.8715e9 	35879.    	2127.5  	1   	0.                
   lr(6) =       	1.74e9   	39822.    	1708.6  	1   	0.                
   lr(7) =       	1.856e9  	27624.    	2125.8  	1   	0.                
   lr(8) =       	1.8721e9 	34405.    	1400.5  	1   	0.                
   lr(9) =       	2.5471e9 	22342.    	2532.2  	1   	0.                
   lr(10) =      	1.8728e9 	37794.    	800.99  	1   	0.                
/                
