Cavity #29       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5567e9 	79345.    	10250.	1   	0.                
   lr(2) =       	3.0782e9 	4028.9    	49736.	1   	0.                
   lr(3) =       	1.74e9   	47440.    	1823.2	1   	0.                
   lr(4) =       	1.7063e9 	50053.    	1479.1	1   	0.                
   lr(5) =       	1.87e9   	38908.    	1772.9	1   	0.                
   lr(6) =       	1.8574e9 	23651.    	1546.8	1   	0.                
   lr(7) =       	1.8708e9 	43939.    	693.8 	1   	0.                
   lr(8) =       	1.8718e9 	38516.    	507.88	1   	0.                
   lr(9) =       	1.8815e9 	9206.     	1297.7	1   	0.                
   lr(10) =      	1.7915e9 	9528.7    	1032.4	1   	0.                
/                
