Cavity #70       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5541e9 	75646.    	9205.1	1   	0.                
   lr(2) =       	1.7039e9 	51367.    	1764.8	1   	0.                
   lr(3) =       	1.7379e9 	45449.    	1888.1	1   	0.                
   lr(4) =       	3.0768e9 	3770.5    	28565.	1   	0.                
   lr(5) =       	1.8701e9 	37609.    	1420.6	1   	0.                
   lr(6) =       	1.8711e9 	36222.    	1016.4	1   	0.                
   lr(7) =       	1.8567e9 	24993.    	1432. 	1   	0.                
   lr(8) =       	1.872e9  	39786.    	682.95	1   	0.                
   lr(9) =       	1.7902e9 	10921.    	864.33	1   	0.                
   lr(10) =      	1.6761e9 	9787.6    	690.32	1   	0.                
/                
