Cavity #154      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0767e9 	3606.1            	198510.	1   	0.                
   lr(2) =       	2.5557e9 	57331.            	3678.6 	1   	0.                
   lr(3) =       	1.704e9  	50754.            	1667.7 	1   	0.                
   lr(4) =       	1.7361e9 	42654.            	1677.  	1   	0.                
   lr(5) =       	1.8695e9 	37664.            	1557.8 	1   	0.                
   lr(6) =       	2.5405e9 	24490.            	3155.9 	1   	0.                
   lr(7) =       	1.8703e9 	40656.            	977.94 	1   	0.                
   lr(8) =       	1.8552e9 	25689.000000000004	1491.5 	1   	0.                
   lr(9) =       	1.8712e9 	39874.            	861.97 	1   	0.                
   lr(10) =      	1.675e9  	11718.            	867.08 	1   	0.                
/                
