Cavity #78       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5555e9 	75880.           	7700.1 	1   	0.                
   lr(2) =       	8.8493e9 	5577.5           	220810.	1   	0.                
   lr(3) =       	8.8493e9 	5558.3           	178210.	1   	0.                
   lr(4) =       	3.0776e9 	3710.8           	55506. 	1   	0.                
   lr(5) =       	1.7039e9 	52304.00000000001	1983.3 	1   	0.                
   lr(6) =       	1.739e9  	48171.           	1826.9 	1   	0.                
   lr(7) =       	1.871e9  	37093.           	1074.1 	1   	0.                
   lr(8) =       	1.8719e9 	37797.           	989.52 	1   	0.                
   lr(9) =       	1.8731e9 	39314.           	896.29 	1   	0.                
   lr(10) =      	1.8574e9 	25133.           	1285.8 	1   	0.                
/                
