Cavity #48       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0755e9 	3818.4           	163630.	1   	0.                
   lr(2) =       	2.5495e9 	82860.           	4792.3 	1   	0.                
   lr(3) =       	8.8334e9 	5126.4           	178190.	1   	0.                
   lr(4) =       	1.7051e9 	50898.           	1458.5 	1   	0.                
   lr(5) =       	1.7373e9 	40382.99999999999	1746.4 	1   	0.                
   lr(6) =       	1.8706e9 	38709.           	1893.7 	1   	0.                
   lr(7) =       	1.855e9  	27936.           	1821.3 	1   	0.                
   lr(8) =       	1.8712e9 	42516.99999999999	876.08 	1   	0.                
   lr(9) =       	1.8722e9 	38191.           	595.92 	1   	0.                
   lr(10) =      	2.5469e9 	42704.00000000001	695.89 	1   	0.                
/                
