Cavity #81       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0605e9 	277.6             	5.5791e7	1   	0.                
   lr(2) =       	3.0605e9 	274.31            	1.685e7 	1   	0.                
   lr(3) =       	2.5487e9 	78312.            	4414.3  	1   	0.                
   lr(4) =       	3.0739e9 	3891.3999999999996	86438.  	1   	0.                
   lr(5) =       	1.8687e9 	40746.            	1956.2  	1   	0.                
   lr(6) =       	1.7035e9 	50603.            	1416.2  	1   	0.                
   lr(7) =       	1.7366e9 	40557.99999999999 	1759.9  	1   	0.                
   lr(8) =       	1.8552e9 	25863.            	1717.3  	1   	0.                
   lr(9) =       	1.8696e9 	44913.            	743.73  	1   	0.                
   lr(10) =      	1.8702e9 	38331.            	508.61  	1   	0.                
/                
