Cavity #86       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5536e9 	75946.    	9017.  	1   	0.                
   lr(2) =       	5.6152e9 	3110.1    	124720.	1   	0.                
   lr(3) =       	1.7373e9 	43905.    	1734.  	1   	0.                
   lr(4) =       	1.7058e9 	49930.    	1468.1 	1   	0.                
   lr(5) =       	1.8706e9 	38114.    	1942.9 	1   	0.                
   lr(6) =       	3.0768e9 	3729.5    	30972. 	1   	0.                
   lr(7) =       	1.8558e9 	27172.    	1719.  	1   	0.                
   lr(8) =       	1.8712e9 	36267.    	1235.1 	1   	0.                
   lr(9) =       	1.8721e9 	40283.    	656.62 	1   	0.                
   lr(10) =      	1.7904e9 	10551.    	966.88 	1   	0.                
/                
