Cavity #322      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5532e9 	63534.    	4204.7	1   	0.                
   lr(2) =       	3.0786e9 	3391.     	58188.	1   	0.                
   lr(3) =       	1.7061e9 	52495.    	1683. 	1   	0.                
   lr(4) =       	1.8708e9 	36723.    	2151.1	1   	0.                
   lr(5) =       	1.7376e9 	41082.    	1691.7	1   	0.                
   lr(6) =       	1.8549e9 	28074.    	2036.4	1   	0.                
   lr(7) =       	1.8713e9 	35988.    	1572.1	1   	0.                
   lr(8) =       	1.8721e9 	39476.    	816.19	1   	0.                
   lr(9) =       	2.5413e9 	17954.    	2363.5	1   	0.                
   lr(10) =      	1.7883e9 	11335.    	916.44	1   	0.                
/                
