Cavity #241      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5544e9 	76554.           	10564.	1   	0.                
   lr(2) =       	1.7045e9 	51257.           	1921.3	1   	0.                
   lr(3) =       	1.7377e9 	46755.00000000001	1784.1	1   	0.                
   lr(4) =       	3.0749e9 	3339.7           	27758.	1   	0.                
   lr(5) =       	1.8707e9 	38892.           	1183.5	1   	0.                
   lr(6) =       	1.8555e9 	26452.           	1417. 	1   	0.                
   lr(7) =       	1.8722e9 	40750.           	891.61	1   	0.                
   lr(8) =       	1.8729e9 	39640.           	747.2 	1   	0.                
   lr(9) =       	1.7891e9 	8851.2           	901.37	1   	0.                
   lr(10) =      	1.6731e9 	9978.8           	746.83	1   	0.                
/                
