Cavity #62       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0665e9 	157.65           	4.2553e7	1   	0.                
   lr(2) =       	2.5589e9 	69606.           	7353.8  	1   	0.                
   lr(3) =       	1.7069e9 	52072.           	1815.   	1   	0.                
   lr(4) =       	1.7392e9 	46525.           	1828.3  	1   	0.                
   lr(5) =       	1.8717e9 	36617.           	1539.5  	1   	0.                
   lr(6) =       	1.8568e9 	27404.           	1699.7  	1   	0.                
   lr(7) =       	1.8724e9 	36159.           	1179.5  	1   	0.                
   lr(8) =       	1.8735e9 	38781.           	795.62  	1   	0.                
   lr(9) =       	2.5478e9 	9784.699999999999	2812.9  	1   	0.                
   lr(10) =      	1.789e9  	10410.           	904.02  	1   	0.                
/                
