Cavity #40       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0675e9 	1003.7           	1.3182e6	1   	0.                
   lr(2) =       	2.5523e9 	72035.           	12445.  	1   	0.                
   lr(3) =       	1.7033e9 	49676.           	1714.7  	1   	0.                
   lr(4) =       	1.7355e9 	45968.           	1729.3  	1   	0.                
   lr(5) =       	3.0734e9 	3289.5           	39445.  	1   	0.                
   lr(6) =       	1.8691e9 	41593.           	1404.6  	1   	0.                
   lr(7) =       	1.8703e9 	44166.99999999999	930.11  	1   	0.                
   lr(8) =       	1.8545e9 	23764.           	1368.6  	1   	0.                
   lr(9) =       	1.8711e9 	41279.           	697.97  	1   	0.                
   lr(10) =      	1.88e9   	10046.           	1669.1  	1   	0.                
/                
