Cavity #163      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5582e9 	71126.           	14568.	1   	0.                
   lr(2) =       	3.076e9  	2444.7           	98949.	1   	0.                
   lr(3) =       	1.7367e9 	48926.           	1889.7	1   	0.                
   lr(4) =       	1.703e9  	49426.           	1801.5	1   	0.                
   lr(5) =       	8.8471e9 	6752.5           	50440.	1   	0.                
   lr(6) =       	1.8707e9 	37740.           	1309. 	1   	0.                
   lr(7) =       	1.8551e9 	27122.           	1331.1	1   	0.                
   lr(8) =       	1.8718e9 	40279.99999999999	877.37	1   	0.                
   lr(9) =       	1.8727e9 	39519.           	797.74	1   	0.                
   lr(10) =      	2.529e9  	8510.2           	1877. 	1   	0.                
/                
