Cavity #311      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0606e9 	444.85999999999996	1.2762e7	1   	0.                
   lr(2) =       	3.0606e9 	444.8             	1.2627e7	1   	0.                
   lr(3) =       	2.5485e9 	80230.            	8720.6  	1   	0.                
   lr(4) =       	3.0725e9 	3551.5            	53842.  	1   	0.                
   lr(5) =       	1.7364e9 	42162.            	1778.6  	1   	0.                
   lr(6) =       	1.7033e9 	49950.            	1401.9  	1   	0.                
   lr(7) =       	1.8703e9 	40744.            	1653.2  	1   	0.                
   lr(8) =       	1.8542e9 	27740.            	1676.9  	1   	0.                
   lr(9) =       	1.8714e9 	43370.            	962.5   	1   	0.                
   lr(10) =      	1.872e9  	36404.            	564.02  	1   	0.                
/                
