Cavity #136      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0659e9 	279.90999999999997	5.7572e6	1   	0.                
   lr(2) =       	3.0782e9 	3721.             	345700. 	1   	0.                
   lr(3) =       	3.0731e9 	1489.6000000000001	523120. 	1   	0.                
   lr(4) =       	2.5529e9 	79342.            	7241.8  	1   	0.                
   lr(5) =       	1.7082e9 	52080.            	1826.4  	1   	0.                
   lr(6) =       	1.7396e9 	44083.            	1614.4  	1   	0.                
   lr(7) =       	1.8719e9 	37926.            	1617.7  	1   	0.                
   lr(8) =       	1.8561e9 	26824.            	1778.1  	1   	0.                
   lr(9) =       	1.8728e9 	41311.            	961.62  	1   	0.                
   lr(10) =      	1.8736e9 	39712.            	789.55  	1   	0.                
/                
