Cavity #87       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5565e9 	70279.    	4254.4	1   	0.                
   lr(2) =       	1.7384e9 	47903.    	1855.5	1   	0.                
   lr(3) =       	1.704e9  	49727.    	1637.5	1   	0.                
   lr(4) =       	8.8456e9 	8367.9    	43537.	1   	0.                
   lr(5) =       	3.0772e9 	3296.5    	34495.	1   	0.                
   lr(6) =       	1.871e9  	38284.    	1543.3	1   	0.                
   lr(7) =       	1.8563e9 	26580.    	1588.8	1   	0.                
   lr(8) =       	1.8719e9 	42499.    	791.61	1   	0.                
   lr(9) =       	2.5481e9 	11149.    	3412.5	1   	0.                
   lr(10) =      	1.8729e9 	39535.    	621.77	1   	0.                
/                
