Cavity #4        
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8405e9 	7112.8           	415790.	1   	0.                
   lr(2) =       	8.8405e9 	7026.2           	417720.	1   	0.                
   lr(3) =       	2.5529e9 	74265.           	7725.7 	1   	0.                
   lr(4) =       	3.0747e9 	4143.8           	159950.	1   	0.                
   lr(5) =       	1.7375e9 	45481.99999999999	1840.7 	1   	0.                
   lr(6) =       	1.7024e9 	50828.           	1553.4 	1   	0.                
   lr(7) =       	1.8694e9 	39563.           	1493.4 	1   	0.                
   lr(8) =       	1.8704e9 	42288.           	889.05 	1   	0.                
   lr(9) =       	1.8561e9 	24703.           	1475.1 	1   	0.                
   lr(10) =      	1.8714e9 	36119.           	569.17 	1   	0.                
/                
