Cavity #140      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.548e9  	78260.            	9233.7	1   	0.                
   lr(2) =       	3.0716e9 	3947.             	79756.	1   	0.                
   lr(3) =       	1.7035e9 	50846.            	1534.7	1   	0.                
   lr(4) =       	1.7371e9 	40990.            	1820.7	1   	0.                
   lr(5) =       	1.8702e9 	42162.            	1765.8	1   	0.                
   lr(6) =       	1.8534e9 	27637.999999999996	1582.5	1   	0.                
   lr(7) =       	1.8711e9 	45702.99999999999 	921.6 	1   	0.                
   lr(8) =       	1.8718e9 	38255.            	520.9 	1   	0.                
   lr(9) =       	1.7915e9 	8961.9            	1010.8	1   	0.                
   lr(10) =      	1.6775e9 	11907.000000000002	600.53	1   	0.                
/                
