Cavity #97       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0753e9 	4353.8    	821240.	1   	0.                
   lr(2) =       	2.5525e9 	79842.    	7149.4 	1   	0.                
   lr(3) =       	1.7047e9 	51779.    	1586.2 	1   	0.                
   lr(4) =       	1.7393e9 	43595.    	1739.  	1   	0.                
   lr(5) =       	1.8699e9 	42425.    	1445.4 	1   	0.                
   lr(6) =       	1.8711e9 	44501.    	960.23 	1   	0.                
   lr(7) =       	1.8559e9 	24728.    	1506.7 	1   	0.                
   lr(8) =       	4.6724e9 	11076.    	7003.9 	1   	0.                
   lr(9) =       	1.8718e9 	37569.    	586.25 	1   	0.                
   lr(10) =      	1.6784e9 	11878.    	742.62 	1   	0.                
/                
